problem_idx,problem_id,b_i,rating,kc_names
2802,553-D,0.33333333,2300,binary search;graphs;greedy;Binary Search on Answer
2803,301-C,0.77777778,2500,constructive algorithms
2804,1815-E,2.11111111,3100,dp;math;number theory;strings;LCM
2805,734-C,-1.22222222,1600,binary search;dp;greedy;two pointers;Binary Search on Array;Greedy Sorting
2806,617-C,-1.22222222,1600,implementation;Greedy Sorting
2807,120-C,-2.33333333,1100,implementation;math
2808,60-C,-0.11111111,2100,brute force;graphs;DFS;GCD
2809,1319-B,-1.66666667,1400,data structures;dp;greedy;math;sortings;Hash Map
2810,772-B,-0.77777778,1800,geometry;Distance Between Points;Orientation Test
2811,819-B,-0.55555556,1900,data structures;implementation;math;Segment Tree
2812,60-E,1.00000000,2600,math;matrices;Modular Arithmetic
2813,109-B,-0.55555556,1900,brute force;probabilities;Expected Value
2814,109-D,-0.33333333,2000,constructive algorithms;sortings;Custom Comparator Sorting
2815,128-E,1.66666667,2900,geometry;math;Polygon Area
2816,135-C,-0.55555556,1900,constructive algorithms;games;greedy;Interval DP;Simulation
2817,119-B,-0.55555556,1900,constructive algorithms;implementation;sortings;Custom Comparator Sorting
2818,176-C,-0.33333333,2000,combinatorics;constructive algorithms
2819,182-C,-0.33333333,2000,data structures;greedy;Sliding Window
2820,1091-F,1.00000000,2600,constructive algorithms;greedy
2821,1003-F,0.11111111,2200,dp;hashing;strings;2D DP
2822,767-E,0.55555556,2400,greedy
2823,1468-M,0.33333333,2300,data structures;graphs;implementation;Graph Representation;Hash Map
2824,1236-E,0.77777778,2500,binary search;data structures;dp;dsu;Binary Search on Answer
2825,980-F,1.66666667,2900,dp;graphs;trees;1D DP;DFS
2826,1863-I,3.00000000,3500,constructive algorithms;dp;trees;Tree Diameter;Tree DP
2827,1338-E,3.00000000,3500,graphs
2828,1951-I,2.33333333,3200,binary search;constructive algorithms;flows;graphs;greedy
2829,1458-E,2.11111111,3100,data structures;games;Simulation
2830,183-D,1.22222222,2700,dp;greedy;probabilities;Expected Value;Greedy Sorting
2831,592-C,-0.77777778,1800,math;GCD
2832,40-A,-1.88888889,1300,constructive algorithms;geometry;implementation;math
2833,146-B,-1.88888889,1300,brute force;implementation;Brute Force Enumeration;Simulation
2834,753-C,0.77777778,2500,brute force;constructive algorithms;interactive;Brute Force Enumeration
2835,534-E,0.55555556,2400,constructive algorithms;greedy;hashing;implementation
2836,1223-E,-0.11111111,2100,dp;sortings;trees;Tree DP
2837,1142-E,2.33333333,3200,graphs;interactive
2838,163-C,-0.11111111,2100,sortings;two pointers;Custom Comparator Sorting;Two Pointers on Sorted Array
2839,529-B,-0.55555556,1900,brute force;greedy;sortings;Greedy Sorting
2840,1007-B,0.55555556,2400,bitmasks;brute force;combinatorics;math;number theory;Inclusion-Exclusion
2841,1037-F,0.77777778,2500,combinatorics;data structures;math
2842,1037-G,2.33333333,3200,games
2843,1033-F,1.44444444,2800,bitmasks;brute force;fft;math;Bitmask Enumeration
2844,241-C,-0.33333333,2000,geometry;implementation
2845,1146-D,-0.11111111,2100,graphs;math;number theory
2846,1167-G,2.11111111,3100,brute force;geometry;Brute Force Enumeration
2847,731-D,0.11111111,2200,brute force;data structures;greedy;sortings;Brute Force Enumeration;String Matching
2848,498-A,-1.00000000,1700,geometry;Orientation Test
2849,979-E,0.55555556,2400,dp
2850,498-D,0.55555556,2400,data structures;dp;number theory;Segment Tree
2851,1423-E,1.22222222,2700,geometry;Line Intersection;Polygon Area
2852,1464-F,3.00000000,3500,data structures;trees;Lowest Common Ancestor;Tree DFS
2853,1949-H,2.11111111,3100,greedy;math;Difference Array
2854,1468-B,1.66666667,2900,data structures;dsu;Prefix Sum
2855,1787-I,2.77777778,3400,data structures;divide and conquer;two pointers;Monotonic Stack
2856,1648-E,2.33333333,3200,data structures;divide and conquer;dsu;graphs;implementation;trees;Graph Representation
2857,1085-G,1.66666667,2900,combinatorics;data structures;dp;2D DP
2858,883-K,-0.77777778,1800,constructive algorithms;greedy;implementation;Greedy Sorting
2859,37-D,0.33333333,2300,combinatorics;dp;math;Combinations
2860,587-B,-0.11111111,2100,dp;1D DP
2861,143-B,-2.11111111,1200,implementation;strings;Simulation;String Matching
2862,254-B,-1.44444444,1500,brute force;implementation;Simulation
2863,756-F,2.77777778,3400,expression parsing;math;number theory;Fast Exponentiation;Recursion
2864,883-A,0.11111111,2200,implementation
2865,1468-L,1.22222222,2700,binary search;greedy;math;number theory;Prime Factorization
2866,6-D,1.00000000,2600,brute force;dp
2867,735-E,0.77777778,2500,dp;trees;Tree DP
2868,45-H,-0.11111111,2100,graphs;Connected Components
2869,241-F,0.33333333,2300,brute force;implementation
2870,980-C,-1.00000000,1700,games;greedy;Greedy Sorting
2871,1045-D,0.11111111,2200,math;probabilities;trees;Expected Value
2872,593-E,0.55555556,2400,dp;matrices;2D DP;Graph Representation
2873,440-B,-1.22222222,1600,greedy;implementation;Prefix Sum
2874,690-B2,1.00000000,2600,geometry;Convex Hull
2875,377-E,1.44444444,2800,dp;geometry;1D DP
2876,586-B,-1.88888889,1300,implementation;Simulation
2877,85-A,-1.88888889,1300,constructive algorithms;implementation;Backtracking
2878,255-E,0.11111111,2200,games;implementation;math
2879,1499-E,0.55555556,2400,combinatorics;dp;math;strings;1D DP;Combinations
2880,45-D,-0.55555556,1900,greedy;Meet-in-the-middle;sortings;Interval Scheduling
2881,295-C,-0.11111111,2100,combinatorics;dp;graphs;shortest paths;BFS
2882,417-B,-1.66666667,1400,implementation
2883,45-B,0.11111111,2200,dp;dsu
2884,593-A,-2.11111111,1200,brute force;implementation;Brute Force Enumeration
2885,416-E,0.77777778,2500,dp;graphs;shortest paths;Dijkstra
2886,847-K,-0.77777778,1800,greedy;implementation;sortings;Greedy Sorting
2887,1080-F,0.55555556,2400,data structures;interactive;sortings;Segment Tree
2888,883-E,-1.44444444,1500,implementation;strings
2889,314-E,1.66666667,2900,dp;1D DP
2890,773-A,-1.00000000,1700,binary search;math;Binary Search on Answer
2891,552-E,-0.11111111,2100,brute force;dp;expression parsing;greedy;implementation;strings
2892,1045-H,0.55555556,2400,math
2893,464-C,-0.11111111,2100,dp;1D DP
2894,36-C,0.11111111,2200,geometry;implementation
2895,40-C,0.33333333,2300,implementation;math
2896,50-D,-0.11111111,2100,binary search;dp;probabilities;Binary Search on Answer;Expected Value
2897,55-E,0.77777778,2500,geometry;two pointers;Two Pointers on Sorted Array
2898,68-D,0.77777778,2500,data structures;divide and conquer;dp;math;probabilities
2899,68-E,1.66666667,2900,geometry;Distance Between Points
2900,70-C,0.11111111,2200,binary search;data structures;sortings;two pointers;Binary Search on Answer;Custom Comparator Sorting
2901,85-C,0.11111111,2200,binary search;graphs;probabilities;sortings;trees;Expected Value;Tree DFS
2902,98-C,0.77777778,2500,geometry;ternary search;Binary Search on Answer;Orientation Test
2903,98-A,-1.00000000,1700,brute force;implementation;Brute Force Enumeration
2904,223-D,1.88888889,3000,geometry;graphs;Dijkstra
2905,319-A,-1.22222222,1600,combinatorics;math;Combinations
2906,329-C,0.55555556,2400,constructive algorithms
2907,329-D,0.77777778,2500,constructive algorithms
2908,346-E,1.88888889,3000,math;number theory;GCD
2909,367-A,-1.44444444,1500,data structures;implementation;Prefix Sum
2910,367-C,-0.33333333,2000,graphs;greedy;sortings;Greedy Sorting
2911,367-D,0.55555556,2400,bitmasks;graphs;Bitmask Enumeration
2912,436-B,-1.66666667,1400,implementation;math
2913,436-D,1.44444444,2800,dp;Interval DP
2914,627-F,2.77777778,3400,dsu;graphs;trees;Tree DFS
2915,645-G,2.33333333,3200,binary search;geometry;Orientation Test
2916,1441-B,0.55555556,2400,graphs;shortest paths;Dijkstra
2917,1441-C,1.44444444,2800,divide and conquer;greedy
2918,1470-E,2.33333333,3200,binary search;combinatorics;data structures;dp;graphs;implementation;two pointers;Binary Search on Answer;Permutations
2919,1552-I,2.77777778,3400,graphs;math
2920,592-A,-2.11111111,1200,implementation;Simulation
2921,311-D,1.00000000,2600,data structures;math;Segment Tree
2922,679-C,0.55555556,2400,dsu;graphs;implementation;DFS;Prefix Sum
2923,1109-C,1.44444444,2800,binary search;data structures;implementation;Segment Tree
2924,61-C,-0.33333333,2000,math;Modular Arithmetic
2925,68-C,0.11111111,2200,brute force;Brute Force Enumeration
2926,69-C,-0.33333333,2000,implementation
2927,89-A,-0.77777778,1800,greedy
2928,89-C,0.33333333,2300,brute force;data structures;implementation
2929,89-D,0.77777778,2500,geometry
2930,89-B,0.33333333,2300,dp;expression parsing;graphs;implementation
2931,89-E,1.66666667,2900,greedy
2932,120-G,-0.77777778,1800,implementation
2933,120-I,0.11111111,2200,greedy
2934,135-D,0.77777778,2500,brute force;graphs;implementation;Simulation
2935,142-D,1.00000000,2600,games;DP on DAG
2936,167-A,-1.22222222,1600,implementation;math;GCD
2937,167-C,0.33333333,2300,games;math;GCD;Recursion
2938,182-A,0.11111111,2200,geometry;graphs;implementation;shortest paths;Dijkstra;Distance Between Points;Graph Representation
2939,226-A,-1.66666667,1400,math;Fast Exponentiation
2940,241-G,-0.55555556,1900,constructive algorithms
2941,254-E,-0.11111111,2100,dp;implementation;1D DP
2942,268-E,-0.11111111,2100,math;probabilities;sortings;Expected Value
2943,314-A,-1.22222222,1600,implementation;Simulation
2944,627-C,0.11111111,2200,data structures;divide and conquer;greedy;Greedy Sorting;Monotonic Stack
2945,718-D,1.66666667,2900,dp;hashing;trees;Tree DP
2946,756-A,-1.00000000,1700,constructive algorithms;graphs;DFS;Simulation
2947,756-D,0.55555556,2400,brute force;combinatorics;dp;string suffix structures;1D DP;Combinations
2948,756-C,0.11111111,2200,data structures;Segment Tree
2949,793-C,0.33333333,2300,geometry;implementation;math;sortings;Line Intersection;Simulation
2950,1916-G,3.00000000,3500,divide and conquer;dp;number theory;trees;Tree DFS
2951,1396-E,2.33333333,3200,constructive algorithms;graphs;trees;Tree DFS;Tree DP
2952,1500-F,3.00000000,3500,dp;1D DP
2953,1704-G,3.00000000,3500,constructive algorithms;fft;math;strings;String Matching
2954,329-E,2.11111111,3100,math
2955,1776-E,3.00000000,3500,data structures;dp;DP on DAG;Fenwick Tree;Interval DP
2956,958-B2,0.11111111,2200,data structures;graphs;greedy;trees;Greedy Sorting;Tree DFS
2957,958-A2,-0.33333333,2000,hashing;strings;Hash Map;String Matching
2958,203-D,-1.00000000,1700,geometry;implementation;math;Simulation
2959,1032-E,-0.11111111,2100,dp;math;2D DP
2960,1329-E,2.55555556,3300,binary search;greedy;Binary Search on Answer
2961,981-H,2.11111111,3100,combinatorics;data structures;dp;fft;math
2962,856-F,1.88888889,3000,greedy
2963,1007-E,2.77777778,3400,dp;2D DP
2964,886-D,-0.33333333,2000,constructive algorithms;graphs;implementation
2965,1819-F,3.00000000,3500,data structures;dp;Trie
2966,23-E,0.77777778,2500,dp;Tree DP
2967,958-E3,1.22222222,2700,geometry;Convex Hull
2968,852-I,0.33333333,2300,brute force;graphs;trees;Mo's Algorithm
2969,1156-G,1.22222222,2700,graphs;greedy;hashing;implementation
2970,441-D,-0.11111111,2100,constructive algorithms;dsu;graphs;implementation;math;string suffix structures
2971,1319-D,-1.00000000,1700,graphs;shortest paths;Dijkstra
2972,1319-E,-0.33333333,2000,brute force;data structures;sortings;Greedy Sorting
2973,1583-H,2.55555556,3300,data structures;divide and conquer;sortings;trees;Tree DP
2974,1876-F,3.00000000,3500,binary search;graphs;Binary Lifting
2975,495-A,-2.33333333,1100,implementation
2976,45-C,-0.55555556,1900,data structures;Priority Queue
2977,1236-F,1.88888889,3000,graphs;math;probabilities;Expected Value
2978,772-E,2.33333333,3200,binary search;divide and conquer;interactive;trees;Binary Search on Array;Tree DFS
2979,518-E,0.11111111,2200,greedy;implementation;math;ternary search
2980,1566-H,2.33333333,3200,constructive algorithms;dp;interactive;math;number theory;GCD
2981,1444-E,3.00000000,3500,brute force;dp;graphs;interactive;trees;State Simulation;Tree DFS
2982,437-E,0.77777778,2500,dp;geometry;Interval DP
2983,518-F,0.33333333,2300,binary search;brute force;combinatorics;dp;implementation;Prefix Sum
2984,152-D,1.00000000,2600,brute force;DFS
2985,671-A,-0.77777778,1800,dp;geometry;greedy;implementation;1D DP;Distance Between Points
2986,1641-F,3.00000000,3500,geometry;Distance Between Points
2987,1060-G,2.77777778,3400,data structures;Segment Tree
2988,1017-H,2.55555556,3300,brute force;Simulation
2989,1319-G,0.77777778,2500,data structures;hashing;strings;Hash Map
2990,1455-G,1.66666667,2900,data structures;dp;1D DP;Ordered Set
2991,183-E,1.66666667,2900,greedy;Greedy Sorting
2992,217-E,1.44444444,2800,data structures;dsu;trees
2993,883-D,0.77777778,2500,binary search;dp;math;1D DP;Binary Search on Answer
2994,183-A,-1.00000000,1700,constructive algorithms;math;Simulation
2995,1776-N,3.00000000,3500,math
2996,1259-A,-2.55555556,1000,implementation;Brute Force Enumeration
2997,1259-B,-2.11111111,1200,greedy;number theory;Greedy Sorting
2998,1259-D,-0.55555556,1900,data structures;hashing;implementation;math;Hash Map
2999,23-D,1.00000000,2600,geometry;math;Distance Between Points
3000,105-B,-0.77777778,1800,brute force;probabilities;Expected Value
3001,119-E,0.55555556,2400,geometry
3002,202-B,-1.00000000,1700,brute force
3003,843-C,1.00000000,2600,constructive algorithms;graphs;math;trees;Simulation;Tree DFS
3004,815-E,1.66666667,2900,binary search;constructive algorithms;implementation
3005,819-C,1.66666667,2900,number theory;GCD
3006,958-A1,-1.66666667,1400,implementation
3007,704-E,2.55555556,3300,data structures;geometry;trees;Line Intersection;Lowest Common Ancestor
3008,937-E,0.33333333,2300,constructive algorithms;strings;Simulation;String Matching
3009,1305-H,3.00000000,3500,binary search;greedy;Binary Search on Answer
3010,852-G,-1.00000000,1700,implementation;Brute Force Enumeration;Trie
3011,1499-G,2.11111111,3100,data structures;graphs;interactive;Stack
3012,382-B,-0.33333333,2000,binary search;math;Binary Search on Answer
3013,45-F,0.77777778,2500,greedy
3014,156-E,1.88888889,3000,brute force;dp;Brute Force Enumeration;Divisors
3015,562-B,-1.44444444,1500,dp;math;number theory;Longest Increasing Subsequence
3016,562-D,-0.55555556,1900,data structures;dsu
3017,562-E,0.77777778,2500,geometry;Convex Hull
3018,596-D,0.33333333,2300,dp;math;probabilities;sortings;Expected Value;Interval DP
3019,695-A,0.55555556,2400,bitmasks;dp;math;probabilities;Bitmask DP;Expected Value
3020,695-B,1.00000000,2600,graphs;DFS
3021,695-E,2.11111111,3100,data structures;Priority Queue
3022,695-F,1.88888889,3000,combinatorics;number theory;Modular Combinations;Prime Sieve
3023,695-C,1.00000000,2600,geometry;math;Max Flow;Orientation Test
3024,852-H,1.88888889,3000,dp;geometry;1D DP;Convex Hull
3025,847-L,0.55555556,2400,constructive algorithms;graphs;hashing;trees
3026,1441-A,-0.77777778,1800,combinatorics;greedy;Bitmask Enumeration
3027,1441-E,2.77777778,3400,games;interactive;Simulation
3028,366-E,0.11111111,2200,brute force;implementation;math
3029,1259-C,-1.66666667,1400,dp;greedy;1D DP
3030,1259-E,-0.55555556,1900,combinatorics;dsu;graphs;DFS
3031,1045-E,2.33333333,3200,constructive algorithms;geometry
3032,139-B,-1.22222222,1600,implementation;math;Simulation
3033,203-E,0.33333333,2300,greedy;sortings;two pointers;Greedy Sorting;Two Pointers on Sorted Array
3034,720-E,2.11111111,3100,implementation
3035,913-G,2.33333333,3200,math;number theory;Modular Arithmetic;Prime Factorization
3036,65-E,1.66666667,2900,graphs;implementation;DFS;Simulation
3037,406-E,1.44444444,2800,implementation;math;two pointers
3038,721-E,1.22222222,2700,binary search;dp;1D DP;Binary Search on Array
3039,603-D,1.66666667,2900,geometry;math;Combinations;Line Intersection
3040,1491-I,3.00000000,3500,brute force;data structures;Stack
3041,773-B,-0.33333333,2000,brute force;greedy;Brute Force Enumeration
3042,183-B,-1.00000000,1700,brute force;geometry
3043,1045-J,1.00000000,2600,data structures;strings;trees
3044,237-D,-0.33333333,2000,graphs;greedy;trees;Tree DFS
3045,504-D,1.22222222,2700,bitmasks
3046,248-E,1.00000000,2600,dp;math;probabilities;Expected Value
3047,501-E,0.77777778,2500,binary search;combinatorics;implementation
3048,294-D,0.77777778,2500,brute force;implementation;number theory;Simulation
3049,471-E,1.22222222,2700,data structures;dsu
3050,1654-H,3.00000000,3500,combinatorics;constructive algorithms;divide and conquer;dp;fft;math;Permutations;Simulation
3051,105-E,0.77777778,2500,brute force;Brute Force Enumeration
3052,883-L,0.77777778,2500,data structures;Priority Queue
3053,105-D,1.22222222,2700,brute force;dsu;implementation
3054,500-G,2.33333333,3200,number theory;trees;LCM
3055,690-F2,1.22222222,2700,constructive algorithms;hashing;trees;Tree DFS
3056,1045-F,2.77777778,3400,geometry;math
3057,690-B3,1.00000000,2600,data structures;Hash Map
3058,886-F,1.66666667,2900,geometry;Orientation Test
3059,853-E,2.77777778,3400,data structures;geometry;Convex Hull;Orientation Test
3060,690-F3,2.33333333,3200,trees
3061,269-E,2.11111111,3100,geometry;math;strings
